32,196,0.244,0.050049,3385,1828,2742,1536.2,1948.7,1103.1,2705.6,1381.4,3332.8,3490.4,361,119,1,2
32,197,0.245,0.050049,3068,1800,2548.4,1382.3,1780.7,980.28,2414.6,1356.8,2903.9,3034.7,365,281,1,2
32,198,0.247,0.050049,3614,1836,2729.2,1448.8,1809.1,1039.9,2894.4,1467.9,3367.2,3526.4,361,343,1,2
32,199,0.248,0.050049,3760,1775,2956.1,1470.2,2001.1,1042.3,2969.7,1430.6,3654.4,3852,358,180,1,2
32,200,0.249,0.050049,1696,745,1191.9,605.44,746.24,449.84,1285.7,572.47,4194.3,4497.1,355,20,1,2
32,202,0.252,0.050049,1553,837,1153.9,560.56,792.12,439,1132.9,640.2,2881.8,3053.9,355,273,1,2
32,204,0.254,0.050049,3202,1726,2475,1354.3,1734.6,994,2622.3,1299.5,3491.1,3643.5,349,188,1,2
32,205,0.255,0.050049,2882,1468,2176.6,1203.9,1549.1,869.48,2192.6,1088.9,3478.8,3689.3,346,27,1,2
32,206,0.257,0.050049,2157,1109,1604.4,865.56,1109,632.32,1709.6,867.64,3363.5,3530.1,342,105,1,2
32,207,0.258,0.050049,2395,1193,1894.9,992.78,1310.1,718.88,1860.7,961.06,3275,3447.8,345,265,1,2
32,208,0.259,0.050049,3849,2049,2929.3,1617.7,1914.7,1088.8,2877.5,1536.7,3117.9,3300.9,342,358,1,2
32,209,0.26,0.050049,3051,1666,2465,1263.3,1715.3,896.64,2310.3,1289,2932.2,3087.9,339,196,1,2
32,210,0.262,0.050049,3016,1564,2485.1,1313.3,1868,1016.3,2514.9,1235.3,3540.6,3682.4,336,35,1,2
32,211,0.263,0.050049,2094,963,1396.6,730.44,950.64,546.08,1651.9,741.67,4130.2,4379.8,332,102,1,2
32,212,0.264,0.050049,2857,1388,2127.4,1069.8,1459.1,779.72,2210.5,1065.5,3650.6,3866,335,259,1,2
32,213,0.265,0.050049,2753,1393,1801.7,868.67,1004.4,508.24,2123.8,1164,3005.4,3157,332,362,1,2
32,214,0.267,0.050049,3517,1850,2862.7,1506,2019.3,1117.1,2728,1440.6,3169.2,3332.9,329,203,1,2
32,215,0.268,0.050049,2630,1250,2026.8,1077.3,1507.7,819.16,2030.5,961.22,3762.5,3992.4,326,43,1,2
32,216,0.269,0.050049,1818,894,1405,695.89,972.88,500.68,1367.2,688.44,3404.7,3615.8,322,92,1,2
32,217,0.27,0.050049,2695,1426,2182.7,1150.9,1585.7,859.44,2274.3,1139.8,3429.6,3554.2,326,252,1,2
32,219,0.273,0.050049,2706,1372,1858.9,1018.2,1238.2,698.68,2132.3,1084,3354.7,3524.9,320,212,1,2
