35,234,0.292,0.024957,3199,1383,2311.7,1061,1434.7,732.56,2449,1113.2,4038.5,4310,361,96,1,2
35,235,0.293,0.024957,2599,1298,1870.9,975,1151.6,659.92,1943.2,1008.9,3249.6,3447.2,364,224,1,2
35,236,0.295,0.024957,2490,1404,2065.9,1056.8,1378,737.68,2057.8,1174,2845.1,2944.6,366,352,1,2
35,237,0.296,0.024957,3192,1639,2440.1,1216.7,1586.9,839.84,2489,1314.1,3170.2,3330.4,360,290,1,2
35,238,0.297,0.024957,3143,1467,2188.6,1073.6,1307.1,683.8,2518.8,1172.7,3871.3,4077.1,358,161,1,2
35,239,0.298,0.024957,3023,1566,2400.4,1311,1542.3,877.72,2601.5,1365.4,3197.9,3294.4,355,34,1,2
35,240,0.3,0.024957,2117,1176,1553,910.22,1079.5,644.12,1696.5,979,2802.3,2915.3,351,77,1,2
35,241,0.301,0.024957,2221,1174,1559.3,769.89,939.64,518.04,1716.7,917.17,3116.2,3277.1,353,207,1,2
35,242,0.302,0.024957,2805,1612,2185.2,1205.6,1427.9,779.72,2258.8,1304.1,2800.3,2910.6,357,336,1,2
35,243,0.303,0.024957,3143,1710,2204.7,1182.3,1361.9,758.88,2528.6,1392,2986.8,3111.5,351,306,1,2
35,244,0.305,0.024957,3046,1452,1990.4,1046.3,1252.8,698.08,2552.3,1188.7,3868.9,4031.5,348,179,1,2
35,245,0.306,0.024957,2891,1407,2229.4,1070.3,1466.8,734.28,2429.4,1111.8,3990.2,4159.5,345,51,1,2
35,246,0.307,0.024957,1700,829,1265.6,619,867.12,478.92,1318.9,639.5,3615.5,3824.6,340,63,1,2
35,247,0.308,0.024957,2661,1240,1794.6,865.56,1076.9,572.4,2123.8,1068.8,3407.4,3572.8,343,192,1,2
35,248,0.31,0.024957,2528,1401,1767.1,1037.1,1084.3,665.32,1908.2,1086,2854.3,3004.2,346,320,1,2
35,249,0.311,0.024957,3732,1865,2582.8,1341.8,1534.5,822.36,3180.2,1563.8,3534.3,3658.2,341,323,1,2
35,250,0.312,0.024957,3379,1765,2505.8,1354.4,1597.8,869,2951.7,1384.4,3822.5,3942.9,338,195,1,2
35,251,0.313,0.024957,2940,1405,2273.9,1044,1442,687.76,2277.2,1044.4,3974.9,4226.2,336,67,1,2
35,252,0.315,0.024957,1566,867,1101.4,681.22,814.88,512.24,1270.3,685.4,3072.4,3198.6,330,44,1,2
35,253,0.316,0.024957,2258,1127,1714.2,814,1006.6,504,1826,864.88,3759.2,3945.7,333,175,1,2
35,254,0.317,0.024957,2640,1481,1671.4,896.89,999.44,538.44,2072.8,1220.7,2729.1,2846.9,336,303,1,2
35,255,0.318,0.024957,3038,1555,2167.8,1194.3,1363.3,777.6,2440.7,1292.4,3156.6,3295.6,332,341,1,2
35,256,0.32,0.024957,2808,1497,2037.9,1078.9,1256.1,704.2,2262,1156.6,3325.2,3476.4,329,213,1,2
35,257,0.321,0.024957,3270,1519,2374.9,1241.9,1517.8,844.16,2817.5,1256.8,4180.2,4337.2,327,84,1,2
35,258,0.322,0.024957,1719,1076,1331.6,729.33,931.92,523,1363.2,792.71,2774.2,2890.5,320,30,1,2
35,259,0.323,0.024957,2643,1189,1595,803.44,897.8,485.36,2227.8,1064.4,3704.6,3849.4,323,159,1,2
35,260,0.325,0.024957,3093,1582,2201.8,1154,1342.1,734.72,2534,1290.6,3345.4,3486,326,288,1,2
35,261,0.326,0.024957,3884,2038,2772.9,1488.1,1707,931.88,3280.2,1728.3,3179.5,3287.4,322,358,1,2
35,262,0.327,0.024957,2879,1458,2147,1172.1,1377.8,778.76,2401.6,1137.1,3761.6,3919.9,320,227,1,2
35,263,0.328,0.024957,2954,1539,2120.7,1131.1,1269.1,732.84,2299.5,1169.4,3352.8,3531.9,317,100,1,2
35,265,0.331,0.024957,2211,1092,1595.7,881.33,1007.4,632.56,1677.3,822.56,3549.8,3770.7,313,143,1,2
35,266,0.332,0.024957,2658,1411,1851.1,995.78,1208.6,642.04,2311.4,1114.4,3649.6,3764,316,270,1,2
35,268,0.335,0.024957,2315,1305,1651.6,928,1140.3,648.08,1791.6,1012.6,2881,3019.3,310,246,1,2
35,271,0.338,0.024957,1498,819,1224.7,634.22,854.8,517.72,1198.1,634,3159.5,3301.9,303,126,1,2
35,272,0.34,0.024957,2935,1552,2106.9,1143.2,1356.8,771,2277.2,1220.9,3100.5,3257.5,305,255,1,2
